Description
"Clean lines and a rhinestone brooch add a charming touch to this three-piece skirt suit by Giovanna Signature. This set includes a collarless jacket with a rhinestone closure, a matching cami, and a modest column skirt. This suit is also machine washable for easy care.<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>Color options: Fuchsia, black, royal, silver, and white</li><li>Fit: Missy</li><li>Print: Solid</li><li>Camisole sleeves: Sleeveless</li><li>Jacket sleeves: Long</li><li>Waist details: Side elastic waistband</li><li>Neckline: Round neckline</li><li>Lining: Fully lined</li><li>Skirt closure: Back zipper with button closure</li><li>Jacket closure: Rhinestone brooch closure</li><li>Jacket features: Collarless, fully lined</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Machine washable</li><li>Model: 0650</li></ul><br><b>The approximate length from the cami's top center back to the hem is 22 inches. The approximate skirt inseam is 33 inches. The approximate length from the jacket's top center back to the hem is 27.5 inches. These measurements were taken from a size 10.</b><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide<br></a><br><i>All measurements are approximate and may vary by size.</i><br>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
"Laser-cut embellishments adds a charming touch to this three-piece skirt suit by Mia Suits Collection. This satiny set includes a notch-collar jacket, matching cami, and a modest column skirt. Available in a variety of charming colors, you're sure to find the best fit for you.&nbsp;<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>3-piece set includes: Jacket, shirt and skirt</li><li>Color options: Soft pink, black, white, chocolate, ice blue, green, red</li><li>Fit: Missy</li><li>Print: Laser-cut embellishments</li><li>Jacket sleeves: Long sleeves</li><li>Top sleeves: Sleeveless</li><li>Waist details: Side elastic band waist</li><li>Jacket neckline: Notch collar</li><li>Top neckline: Round neck</li><li>Lining: Fully lined</li><li>Skirt closure: 1 button and zipper closure</li><li>Jacket closure: Jeweled brooch closure</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Care: Dry clean</li><li>Model: G1007</li></ul><br><b>The approximate skirt inseam is 31.5 inches. The approximate length from the jacket's top center back to the hem is 25.1 inches. These measurements were taken from a size 10.</b><div><b><br></b><i>All measurements are approximate and may vary by size.</i><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a></div>"
